submission_id,distractor,startDate,utterance_cat,reaction_time1,pos2,experiment_id,trial_type,selectedItem2,enjoyment,selectedItem1,reaction_time_prior,pos3,contrast,condition,endTime,refObject,pos1,selectedItem_prior,target,age,comments,context_id,reaction_time2,HitCorrect,languages,RT,pos4,gender,trial_number,startTime,timeSpent,comp,utterance
7985,orange_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1262,contrast,62,filler,NaN,2,orange_carrot,836,target,red_corn,tap,1562801843068,distractor,comp,red_corn,yellow_corn,24,This is one more test.,yellow_tap_corn,NaN,1,english,4573,distractor,female,7,1562801544850,4.9703,yellow_egg,carrot
7985,white_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1233,contrast,62,filler,NaN,2,orange_pumpkin,869,comp,red_tomato,ttn,1562801843068,comp,distractor,red_tomato,orange_carrot,24,This is one more test.,orange_ttn_carrot,NaN,1,english,3572,target,female,8,1562801544850,4.9703,orange_pumpkin,pumpkin
7985,red_strawberry,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,1065,distractor,62,filler,white_pumpkin,2,white_pumpkin,812,target,orange_banana,aan,1562801843068,comp,comp,orange_banana,white_tomato,24,This is one more test.,white_aan_tomato,914,1,english,4815,contrast,female,9,1562801544850,4.9703,white_pumpkin,white pumpkin
7985,green_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,934,target,62,filler,yellow_strawberry,2,yellow_strawberry,957,distractor,red_tomato,aan,1562801843068,comp,comp,yellow_strawberry,yellow_strawberry,24,This is one more test.,yellow_aan_strawberry,1048,1,english,5029,contrast,female,10,1562801544850,4.9703,yellow_egg,yellow egg
7985,orange_pumpkin,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1315,target,62,filler,NaN,2,orange_pumpkin,1074,comp,yellow_egg,tap,1562801843068,distractor,distractor,orange_pumpkin,white_egg,24,This is one more test.,white_tap_egg,NaN,1,english,3954,contrast,female,11,1562801544850,4.9703,white_tomato,pumpkin
7985,green_swan,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,628,target,62,critical,white_pumpkin,2,white_pumpkin,766,distractor,orange_pumpkin,atp,1562801843068,target,contrast,white_pumpkin,white_pumpkin,24,This is one more test.,white_atp_pumpkin,806,1,english,4170,comp,female,12,1562801544850,4.9703,white_egg,white pumpkin
7985,orange_pumpkin,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,959,contrast,62,filler,NaN,2,orange_pumpkin,755,comp,green_broccoli,ttn,1562801843068,distractor,distractor,green_broccoli,white_egg,24,This is one more test.,white_ttn_egg,NaN,1,english,3412,target,female,13,1562801544850,4.9703,white_swan,pumpkin
7985,red_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,953,comp,62,filler,orange_carrot,2,orange_carrot,671,target,orange_carrot,aap,1562801843068,contrast,contrast,orange_carrot,green_carrot,24,This is one more test.,green_aap_carrot,1008,1,english,5700,distractor,female,14,1562801544850,4.9703,green_swan,orange carrot
7985,white_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1065,contrast,62,filler,NaN,2,white_egg,707,distractor,orange_carrot,atp,1562801843068,distractor,comp,green_lettuce,green_carrot,24,This is one more test.,green_atp_carrot,NaN,1,english,3105,target,female,15,1562801544850,4.9703,green_lettuce,egg
7985,yellow_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,1225,distractor,62,filler,green_carrot,2,green_lettuce,699,target,white_tomato,tan,1562801843068,comp,contrast,yellow_corn,green_lettuce,24,This is one more test.,green_tan_lettuce,1242,1,english,5588,comp,female,16,1562801544850,4.9703,green_carrot,green carrot
7985,yellow_banana,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1007,comp,62,filler,NaN,2,yellow_banana,707,contrast,orange_pumpkin,aan,1562801843068,distractor,target,red_corn,red_broccoli,24,This is one more test.,red_aan_broccoli,NaN,1,english,3709,distractor,female,17,1562801544850,4.9703,red_corn,banana
7985,green_broccoli,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1048,target,62,filler,NaN,2,green_broccoli,740,distractor,white_pumpkin,tan,1562801843068,distractor,contrast,orange_carrot,orange_carrot,24,This is one more test.,orange_tan_carrot,NaN,1,english,3023,comp,female,18,1562801544850,4.9703,orange_banana,broccoli
7985,green_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,978,contrast,62,critical,yellow_banana,2,yellow_banana,747,comp,white_tomato,ttn,1562801843068,target,target,green_carrot,yellow_banana,24,This is one more test.,yellow_ttn_banana,1154,1,english,5881,distractor,female,19,1562801544850,4.9703,yellow_corn,yellow banana
7985,white_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,928,comp,62,critical,orange_lettuce,2,orange_pumpkin,820,distractor,green_lettuce,atp,1562801843068,target,target,orange_pumpkin,orange_lettuce,24,This is one more test.,orange_atp_lettuce,814,1,english,4637,contrast,female,20,1562801544850,4.9703,orange_pumpkin,orange lettuce
7985,red_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,951,distractor,62,critical,green_lettuce,2,green_lettuce,1522,contrast,orange_banana,ttn,1562801843068,target,target,green_lettuce,green_lettuce,24,This is one more test.,green_ttn_lettuce,862,1,english,5428,comp,female,21,1562801544850,4.9703,green_broccoli,green lettuce
7985,orange_banana,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,991,distractor,62,critical,yellow_egg,2,yellow_egg,731,comp,white_swan,atn,1562801843068,target,contrast,white_swan,yellow_egg,24,This is one more test.,yellow_atn_egg,936,1,english,5420,target,female,22,1562801544850,4.9703,yellow_corn,yellow egg
7985,red_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1023,contrast,62,filler,NaN,2,red_tomato,973,distractor,yellow_banana,aap,1562801843068,distractor,target,orange_lettuce,orange_banana,24,This is one more test.,orange_aap_banana,NaN,1,english,3216,comp,female,23,1562801544850,4.9703,orange_lettuce,tomato
7985,white_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,710,comp,62,filler,orange_banana,2,orange_banana,852,target,yellow_corn,aan,1562801843068,comp,contrast,yellow_corn,orange_lettuce,24,This is one more test.,orange_aan_lettuce,1145,1,english,4904,distractor,female,24,1562801544850,4.9703,orange_banana,orange banana
7985,white_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,725,target,62,critical,orange_carrot,2,orange_carrot,1125,contrast,green_carrot,ttp,1562801843068,target,distractor,white_tomato,orange_carrot,24,This is one more test.,orange_ttp_carrot,944,1,english,5017,comp,female,25,1562801544850,4.9703,orange_pumpkin,orange carrot
7985,green_broccoli,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,902,comp,62,filler,NaN,2,yellow_banana,954,distractor,white_egg,atp,1562801843068,comp,contrast,yellow_egg,yellow_egg,24,This is one more test.,yellow_atp_egg,NaN,1,english,3925,target,female,26,1562801544850,4.9703,yellow_banana,banana
7985,red_strawberry,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1258,contrast,62,filler,NaN,2,red_strawberry,786,target,yellow_banana,atp,1562801843068,distractor,distractor,orange_carrot,orange_banana,24,This is one more test.,orange_atp_banana,NaN,1,english,3338,comp,female,27,1562801544850,4.9703,orange_carrot,strawberry
7985,yellow_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,927,target,62,filler,NaN,2,yellow_corn,813,comp,green_swan,tan,1562801843068,distractor,contrast,orange_pumpkin,orange_pumpkin,24,This is one more test.,orange_tan_pumpkin,NaN,1,english,3409,distractor,female,28,1562801544850,4.9703,orange_lettuce,corn
7985,white_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,1606,target,62,critical,yellow_strawberry,2,yellow_strawberry,860,distractor,red_strawberry,atp,1562801843068,target,contrast,white_tomato,yellow_strawberry,24,This is one more test.,yellow_atp_strawberry,686,1,english,5249,comp,female,29,1562801544850,4.9703,yellow_corn,yellow strawberry
7985,yellow_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1822,comp,62,filler,NaN,2,yellow_corn,822,distractor,white_tomato,aan,1562801843068,distractor,contrast,orange_lettuce,orange_banana,24,This is one more test.,orange_aan_banana,NaN,1,english,3988,target,female,30,1562801544850,4.9703,orange_lettuce,corn
7985,yellow_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1145,comp,62,filler,NaN,2,yellow_corn,865,contrast,white_pumpkin,tap,1562801843068,distractor,distractor,orange_pumpkin,orange_pumpkin,24,This is one more test.,orange_tap_pumpkin,NaN,1,english,3224,target,female,31,1562801544850,4.9703,orange_banana,corn
7985,white_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,983,comp,62,filler,NaN,2,white_egg,729,distractor,yellow_strawberry,tan,1562801843068,distractor,target,green_swan,green_broccoli,24,This is one more test.,green_tan_broccoli,NaN,1,english,2972,contrast,female,32,1562801544850,4.9703,green_swan,egg
7985,green_swan,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,856,distractor,62,critical,orange_pumpkin,2,orange_carrot,779,target,red_strawberry,ttn,1562801843068,target,comp,red_strawberry,orange_pumpkin,24,This is one more test.,orange_ttn_pumpkin,775,1,english,4549,contrast,female,33,1562801544850,4.9703,orange_carrot,orange pumpkin
7985,green_broccoli,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,813,distractor,62,critical,red_strawberry,2,red_strawberry,1475,comp,yellow_banana,ttn,1562801843068,target,contrast,yellow_banana,red_strawberry,24,This is one more test.,red_ttn_strawberry,788,1,english,5219,target,female,34,1562801544850,4.9703,red_tomato,red strawberry
7985,green_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,822,comp,62,critical,white_swan,2,white_egg,1165,distractor,orange_pumpkin,ttn,1562801843068,target,contrast,orange_pumpkin,white_swan,24,This is one more test.,white_ttn_swan,1073,1,english,5920,target,female,35,1562801544850,4.9703,white_egg,white swan
7985,orange_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1040,contrast,62,filler,NaN,2,orange_carrot,706,comp,red_tomato,atp,1562801843068,distractor,distractor,red_tomato,white_tomato,24,This is one more test.,white_atp_tomato,NaN,1,english,3257,target,female,36,1562801544850,4.9703,white_swan,carrot
7985,yellow_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,1846,comp,62,critical,white_swan,2,white_egg,892,target,green_swan,ttp,1562801843068,target,distractor,white_egg,white_swan,24,This is one more test.,white_ttp_swan,1282,1,english,7098,contrast,female,37,1562801544850,4.9703,white_egg,white swan
7985,yellow_banana,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1104,distractor,62,filler,NaN,2,yellow_banana,933,contrast,green_swan,tan,1562801843068,distractor,target,white_pumpkin,white_egg,24,This is one more test.,white_tan_egg,NaN,1,english,3411,comp,female,38,1562801544850,4.9703,white_pumpkin,banana
7985,yellow_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,"887,1678",comp,62,critical,orange_banana,2,"white_tomato,orange_banana",757,contrast,white_tomato,atn,1562801843068,target,target,orange_banana,orange_banana,24,This is one more test.,orange_atn_banana,1851,1,english,6291,distractor,female,39,1562801544850,4.9703,orange_carrot,orange banana
7985,green_swan,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,"901,1845",comp,62,critical,white_tomato,2,"white_egg,white_tomato",963,target,red_strawberry,atn,1562801843068,target,distractor,green_swan,white_tomato,24,This is one more test.,white_atn_tomato,936,1,english,6242,contrast,female,40,1562801544850,4.9703,white_egg,white tomato
7985,orange_pumpkin,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1195,comp,62,filler,NaN,2,yellow_banana,964,contrast,white_egg,ttn,1562801843068,comp,distractor,yellow_banana,yellow_corn,24,This is one more test.,yellow_ttn_corn,NaN,1,english,3733,target,female,41,1562801544850,4.9703,yellow_banana,banana
7985,white_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,975,contrast,62,critical,red_strawberry,2,red_tomato,870,target,yellow_strawberry,ttp,1562801843068,target,comp,yellow_strawberry,red_strawberry,24,This is one more test.,red_ttp_strawberry,862,1,english,4831,distractor,female,42,1562801544850,4.9703,red_tomato,red strawberry
7985,orange_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,910,contrast,62,critical,yellow_corn,2,yellow_corn,1375,distractor,red_corn,ttp,1562801843068,target,comp,red_corn,yellow_corn,24,This is one more test.,yellow_ttp_corn,669,1,english,5289,target,female,43,1562801544850,4.9703,yellow_banana,yellow corn
7985,green_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1468,comp,62,filler,NaN,2,red_strawberry,869,distractor,orange_pumpkin,ttn,1562801843068,comp,contrast,red_strawberry,red_tomato,24,This is one more test.,red_ttn_tomato,NaN,1,english,3733,target,female,44,1562801544850,4.9703,red_strawberry,strawberry
7985,red_tomato,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,1637,comp,62,filler,orange_banana,2,orange_banana,698,contrast,orange_banana,tap,1562801843068,contrast,target,yellow_banana,yellow_banana,24,This is one more test.,yellow_tap_banana,847,1,english,5162,distractor,female,45,1562801544850,4.9703,yellow_strawberry,orange banana
7985,orange_pumpkin,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1160,comp,62,filler,NaN,2,orange_pumpkin,1037,distractor,green_carrot,tan,1562801843068,distractor,contrast,yellow_egg,yellow_corn,24,This is one more test.,yellow_tan_corn,NaN,1,english,3564,target,female,46,1562801544850,4.9703,yellow_egg,pumpkin
7985,orange_carrot,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1121,comp,62,filler,NaN,2,white_swan,932,target,red_strawberry,atn,1562801843068,comp,distractor,white_swan,white_pumpkin,24,This is one more test.,white_atn_pumpkin,NaN,1,english,3499,contrast,female,47,1562801544850,4.9703,white_swan,swan
7985,yellow_banana,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1475,contrast,62,filler,NaN,2,yellow_banana,923,distractor,green_swan,aan,1562801843068,distractor,comp,green_swan,white_pumpkin,24,This is one more test.,white_aan_pumpkin,NaN,1,english,5329,target,female,48,1562801544850,4.9703,white_tomato,banana
7985,white_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,1605,target,62,filler,NaN,2,white_egg,892,comp,green_broccoli,aap,1562801843068,distractor,distractor,red_broccoli,red_broccoli,24,This is one more test.,red_aap_broccoli,NaN,1,english,3855,contrast,female,49,1562801544850,4.9703,red_corn,egg
7985,white_pumpkin,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,734,contrast,62,critical,green_carrot,2,green_carrot,793,distractor,red_tomato,atn,1562801843068,target,comp,red_tomato,green_carrot,24,This is one more test.,green_atn_carrot,1187,1,english,5127,target,female,50,1562801544850,4.9703,green_broccoli,green carrot
7985,red_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,936,comp,62,critical,green_swan,2,green_swan,839,target,white_swan,atp,1562801843068,target,contrast,green_broccoli,green_swan,24,This is one more test.,green_atp_swan,782,1,english,5501,distractor,female,51,1562801544850,4.9703,green_broccoli,green swan
7985,green_lettuce,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,"726,1727",contrast,62,filler,NaN,2,"red_corn,green_lettuce",973,distractor,yellow_corn,aap,1562801843068,distractor,comp,yellow_corn,red_corn,24,This is one more test.,red_aap_corn,NaN,1,english,4039,target,female,52,1562801544850,4.9703,red_broccoli,lettuce
7985,white_egg,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),unmodified,895,comp,62,filler,NaN,2,white_egg,1644,contrast,green_lettuce,aap,1562801843068,distractor,target,orange_banana,orange_lettuce,24,This is one more test.,orange_aap_lettuce,NaN,1,english,3889,distractor,female,53,1562801544850,4.9703,orange_banana,egg
7985,yellow_corn,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,750,target,62,filler,red_broccoli,2,red_broccoli,827,distractor,red_broccoli,tap,1562801843068,contrast,comp,green_broccoli,green_broccoli,24,This is one more test.,green_tap_broccoli,587,1,english,4396,contrast,female,54,1562801544850,4.9703,green_carrot,red broccoli
7985,green_broccoli,Wed Jul 10 2019 16:32:24 GMT-0700 (Pacific Daylight Time),modified,"759,2202",comp,62,filler,"yellow_strawberry,yellow_egg",2,"yellow_egg,white_egg",1909,distractor,white_egg,aap,1562801843068,contrast,contrast,yellow_strawberry,yellow_egg,24,This is one more test.,yellow_aap_egg,"840,2122",1,english,8599,target,female,55,1562801544850,4.9703,yellow_strawberry,white egg
7984,green_scissors,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),NaN,NaN,comp,62,practice,NaN,1,NaN,NaN,contrast,purple_flower,contrast_present,1562801366367,target,distractor,NaN,red_flower,22,This is another test run.,NaN,NaN,1,English,5250,target,other,1,1562800982118,6.40415,red_candle,red flower
7984,black_feather,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),NaN,NaN,target,62,practice,NaN,1,NaN,NaN,distractor,yellow_lamp,contrast_not_present,1562801366367,target,contrast,NaN,red_bellpepper,22,This is another test run.,NaN,NaN,1,English,2928,comp,other,2,1562800982118,6.40415,red_book,red pepper
7984,orange_butterfly,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),NaN,NaN,distractor,62,practice,NaN,1,NaN,NaN,target,red_jacket,contrast_present,1562801366367,target,contrast,NaN,yellow_jacket,22,This is another test run.,NaN,NaN,1,English,3757,comp,other,3,1562800982118,6.40415,yellow_bike,yellow jacket
7984,orange_mug,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),NaN,NaN,distractor,62,practice,NaN,1,NaN,NaN,comp,light_chair,contrast_not_present,1562801366367,target,target,NaN,green_scissors,22,This is another test run.,NaN,NaN,1,English,3297,contrast,other,4,1562800982118,6.40415,green_toothbrush,scissors
7984,white_tomato,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),modified,975,comp,62,critical,orange_lettuce,1,orange_pumpkin,18168,contrast,red_strawberry,atn,1562801366367,target,target,orange_lettuce,orange_lettuce,22,This is another test run.,orange_atn_lettuce,744,1,English,22397,distractor,other,1,1562800982118,6.40415,orange_pumpkin,orange lettuce
7984,orange_banana,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),modified,928,target,62,filler,yellow_corn,1,yellow_corn,2087,distractor,yellow_corn,aap,1562801366367,contrast,contrast,red_corn,red_corn,22,This is another test run.,red_aap_corn,829,1,English,6033,comp,other,2,1562800982118,6.40415,red_broccoli,yellow corn
7984,red_tomato,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,919,distractor,62,filler,NaN,1,red_tomato,1296,target,orange_carrot,aap,1562801366367,distractor,contrast,orange_carrot,green_carrot,22,This is another test run.,green_aap_carrot,NaN,1,English,3573,comp,other,3,1562800982118,6.40415,green_swan,tomato
7984,orange_banana,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),modified,993,distractor,62,filler,green_swan,1,green_swan,1624,comp,yellow_corn,tan,1562801366367,comp,contrast,green_broccoli,green_broccoli,22,This is another test run.,green_tan_broccoli,949,1,English,6499,target,other,4,1562800982118,6.40415,green_swan,green swan
7984,green_broccoli,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,1911,comp,62,filler,NaN,1,green_broccoli,1615,target,red_strawberry,aan,1562801366367,distractor,distractor,white_pumpkin,white_tomato,22,This is another test run.,white_aan_tomato,NaN,1,English,4996,contrast,other,5,1562800982118,6.40415,white_pumpkin,broccoli
7984,white_egg,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,1194,contrast,62,filler,NaN,1,white_egg,1142,distractor,orange_lettuce,tap,1562801366367,distractor,target,green_swan,green_lettuce,22,This is another test run.,green_tap_lettuce,NaN,1,English,3717,comp,other,6,1562800982118,6.40415,green_swan,egg
7984,yellow_corn,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,1128,distractor,62,filler,NaN,1,yellow_corn,2481,contrast,white_pumpkin,tap,1562801366367,distractor,comp,yellow_corn,orange_pumpkin,22,This is another test run.,orange_tap_pumpkin,NaN,1,English,4935,target,other,7,1562800982118,6.40415,orange_banana,corn
7984,white_egg,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,924,comp,62,filler,NaN,1,red_tomato,1192,contrast,orange_carrot,ttn,1562801366367,comp,target,red_tomato,red_strawberry,22,This is another test run.,red_ttn_strawberry,NaN,1,English,4291,distractor,other,8,1562800982118,6.40415,red_tomato,tomato
7984,green_broccoli,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,1354,target,62,filler,NaN,1,orange_carrot,1505,contrast,yellow_banana,atp,1562801366367,comp,distractor,orange_banana,orange_banana,22,This is another test run.,orange_atp_banana,NaN,1,English,4517,comp,other,9,1562800982118,6.40415,orange_carrot,carrot
7984,white_tomato,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,999,comp,62,filler,NaN,1,green_lettuce,1053,contrast,red_broccoli,ttp,1562801366367,comp,distractor,green_lettuce,green_broccoli,22,This is another test run.,green_ttp_broccoli,NaN,1,English,3637,target,other,10,1562800982118,6.40415,green_lettuce,lettuce
7984,white_tomato,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),modified,847,distractor,62,critical,green_lettuce,1,green_lettuce,1338,contrast,orange_lettuce,ttp,1562801366367,target,target,green_lettuce,green_lettuce,22,This is another test run.,green_ttp_lettuce,896,1,English,5491,comp,other,11,1562800982118,6.40415,green_broccoli,green lettuce
7984,yellow_corn,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),modified,1193,distractor,62,filler,orange_banana,1,orange_lettuce,1110,comp,green_carrot,aan,1562801366367,comp,target,yellow_corn,orange_lettuce,22,This is another test run.,orange_aan_lettuce,1024,1,English,6446,contrast,other,12,1562800982118,6.40415,orange_banana,orange banana
7984,red_tomato,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,1766,contrast,62,filler,NaN,1,red_tomato,1183,distractor,white_egg,atn,1562801366367,distractor,comp,white_egg,yellow_strawberry,22,This is another test run.,yellow_atn_strawberry,NaN,1,English,4371,target,other,13,1562800982118,6.40415,yellow_corn,tomato
7984,white_swan,Wed Jul 10 2019 16:23:02 GMT-0700 (Pacific Daylight Time),unmodified,1267,distractor,62,filler,NaN,1,white_swan,2176,target,red_strawberry,aap,1562801366367,distractor,contrast,yellow_strawberry,yellow_strawberry,22,This is another test run.,yellow_aap_strawberry,NaN,1,English,5082,comp,other,14,1562800982118,6.40415,yellow_egg,swan
