"HitCorrect","age","botresponse","comments","education","endTime","enjoyment","gender","languages","question","slider_val","startDate","startTime","timeSpent","trial_number","anon_worker_id"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_rock",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,3,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","white_pumpkin",19,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,4,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_corn",28,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,5,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_banana",2,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,6,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","white_snowman",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,7,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_corn",14,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,8,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_snowman",12,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,9,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_scissors",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,10,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_strawberry",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,11,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_swan",6,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,12,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","black_feather",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,13,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_carrot",5,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,14,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_jacket",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,15,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","light_chair",99,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,16,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_butterfly",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,17,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_table",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,18,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_bicycle",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,19,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_car",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,20,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_candle",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,21,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","white_egg",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,22,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_pumpkin",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,23,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_carrot",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,24,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_lettuce",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,25,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_toothbrush",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,26,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","white_carrot",5,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,27,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","green_broccoli",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,28,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_balloon",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,29,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_mug",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,30,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","orange_lettuce",0,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,31,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_soap",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,32,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","white_tomato",1,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,33,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","blue_sponge",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,34,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_broccoli",0,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,35,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_tomato",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,36,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_egg",6,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,37,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_corn",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,38,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_bellpepper",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,39,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_flower",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,40,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_strawberry",1,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,41,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_pumpkin",3,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,42,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_lamp",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,43,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","yellow_banana",100,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,44,"605686787536946"
1,43,"Margaret",NA,"some_college",1552330839045,1,"female","English","red_book",99,"Mon Mar 11 2019 14:57:56 GMT-0400 (Eastern Daylight Time)",1552330676555,2.70816666666667,45,"605686787536946"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_corn",19,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,1,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_pumpkin",31,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,2,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_banana",42,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,3,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_broccoli",4,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,4,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_bellpepper",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,5,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","white_carrot",19,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,6,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_book",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,7,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_mug",88,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,8,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","white_swan",95,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,9,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_car",98,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,10,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_strawberry",41,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,11,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_broccoli",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,12,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_corn",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,13,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_jacket",94,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,14,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_pumpkin",91,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,15,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_bicycle",82,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,16,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_table",97,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,17,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_toothbrush",88,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,18,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_strawberry",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,19,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_carrot",39,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,20,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_banana",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,21,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_tomato",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,22,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","white_snowman",89,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,23,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","white_egg",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,24,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_snowman",32,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,25,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_egg",19,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,26,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_corn",8,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,27,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","black_feather",77,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,28,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_candle",96,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,29,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_carrot",85,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,30,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_lettuce",26,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,31,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_swan",11,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,32,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","yellow_lamp",92,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,33,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","white_tomato",0,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,34,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","white_pumpkin",0,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,35,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","light_chair",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,36,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_lettuce",86,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,37,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_rock",86,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,38,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","green_scissors",96,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,39,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_balloon",83,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,40,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","blue_sponge",75,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,41,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","orange_butterfly",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,42,"874772273753395"
1,23,"Elizabeth",NA,"graduated_college",1552328830106,1,"male","English","red_flower",100,"Mon Mar 11 2019 14:24:13 GMT-0400 (Eastern Daylight Time)",1552328653117,2.94981666666667,43,"874772273753395"
