"HitCorrect","age","botresponse","comments","education","endTime","enjoyment","feature1","feature2","feature3","gender","languages","obj_unknown","question","startDate","startTime","timeSpent","trial_number","anon_worker_id"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"squishy","small","squeezable","female","English",FALSE,"rubber duck","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,29,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","smooth","silky","female","English",FALSE,"soap","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,30,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","bumpy","healthy","female","English",FALSE,"broccoli","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,31,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,NA,NA,NA,"female","English",TRUE,"wobs","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,32,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","smooth","shiny","female","English",FALSE,"book","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,33,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","bumpy","female","English",FALSE,"pickle","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,34,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","bumpy","female","English",FALSE,"basketball","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,35,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","bumpy","long","female","English",FALSE,"zucchini","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,36,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"squishy","small","rough","female","English",FALSE,"sponge","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,37,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","big","bumpy","female","English",FALSE,"pumpkin","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,38,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"soft","small","crunchy","female","English",FALSE,"lettuce","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,39,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","smooth","female","English",FALSE,"candle","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,40,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"Spiky","big","prickly","female","English",FALSE,"cactus","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,41,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"round","small","smooth","female","English",FALSE,"cup","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,42,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","round","rubbery","female","English",FALSE,"traffic cone","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,43,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"sharp","small","shiny","female","English",FALSE,"scissors","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,44,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"fluffy","sugary","light","female","English",FALSE,"cotton candy","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,45,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"small","round","shiny","female","English",FALSE,"billiard ball","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,46,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"soft","light","small","female","English",FALSE,"flower","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,47,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"long","square","smooth","female","English",FALSE,"table","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,48,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"big","warm","quiet","female","English",FALSE,"house","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,49,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"big","soft","round","female","English",FALSE,"chair","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,50,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,"big","tall","soft","female","English",FALSE,"horse","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,51,"266243908192923"
1,33,"Elizabeth","This was a lot of fun, but I was stressing about the timer, I feel like the timer could be much longer, so that I can think a lot longer and really try to understand some of the objects. There were some I had no idea and I ended up not having enough time to think about what the object could be that I had to put ""I don't know this object"", there wasn't  a lot like that, but there was a few. Thank you for the opportunity.","some_college",1551198093159,2,NA,NA,NA,"female","English",TRUE,"ebbler","Tue Feb 26 2019 10:03:03 GMT-0600 (Central Standard Time)",1551196983942,18.48695,52,"266243908192923"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"wings","antennae","torso","male","English",FALSE,"butterfly","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,1,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"tail","mane","tall","male","English",FALSE,"horse","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,2,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"yellow","slender","curved","male","English",FALSE,"banana","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,3,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"orange","pointed","bumpy","male","English",FALSE,"carrot","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,4,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"concave","small","solid","male","English",FALSE,"cup","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,5,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"slippery","scented","foamy","male","English",FALSE,"soap","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,6,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"green","cylindrical","crispy","male","English",FALSE,"zucchini","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,7,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"holes","soft","wet","male","English",FALSE,"sponge","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,8,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"yellow","wheels","sign","male","English",FALSE,"taxi","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,9,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"fat","mild tasting","crunchy","male","English",FALSE,"bell pepper","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,10,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"bright","cylindrical","hard","male","English",FALSE,"lamp","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,11,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"fragile","white","gooey","male","English",FALSE,"egg","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,12,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"bouncy","orange","textured","male","English",FALSE,"basketball","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,13,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,NA,NA,NA,"male","English",TRUE,"briggle","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,14,"980324444845254"
1,42,"Jennifer","The timer is too short.","higher_degree",1551197777422,1,"long neck","white","wings","male","English",FALSE,"swan","Tue Feb 26 2019 10:56:37 GMT-0500 (Eastern Standard Time)",1551196597272,19.6691666666667,15,"980324444845254"
