"HitCorrect","age","botresponse","color","comments","education","endTime","enjoyment","gender","languages","refexp","startDate","startTime","timeSpent","trial_number","type","typicality_cat","anon_worker_id"
1,24,"Jennifer","green",NA,"graduated_college",1553021864385,2,"female","spanish, english","lettuce","Tue Mar 19 2019 11:54:46 GMT-0700 (hora de verano del Pacífico)",1553021686912,2.95788333333333,31,"lettuce","typ","556529797490812"
1,29,"Patricia","green",NA,"graduated_college",1553021479562,2,"male","English","broccoli","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,1,"broccoli","typ","599056330758851"
1,29,"Patricia","yellow",NA,"graduated_college",1553021479562,2,"male","English","coat","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,2,"jacket","noncd","599056330758851"
1,29,"Patricia","orange",NA,"graduated_college",1553021479562,2,"male","English","cabbage","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,3,"lettuce","atyp","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","table","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,4,"table","noncd","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","candle","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,5,"candle","noncd","599056330758851"
1,29,"Patricia","green",NA,"graduated_college",1553021479562,2,"male","English","toothbrush","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,6,"toothbrush","noncd","599056330758851"
1,29,"Patricia","orange",NA,"graduated_college",1553021479562,2,"male","English","mug","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,7,"mug","noncd","599056330758851"
1,29,"Patricia","yellow",NA,"graduated_college",1553021479562,2,"male","English","banana","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,8,"banana","typ","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","tomato","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,9,"tomato","typ","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","strawberry","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,10,"strawberry","typ","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","rock","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,11,"rock","noncd","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","car","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,12,"car","noncd","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","flower","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,13,"flower","noncd","599056330758851"
1,29,"Patricia","white",NA,"graduated_college",1553021479562,2,"male","English","swan","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,14,"swan","typ","599056330758851"
1,29,"Patricia","green",NA,"graduated_college",1553021479562,2,"male","English","scissors","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,15,"scissors","noncd","599056330758851"
1,29,"Patricia","white",NA,"graduated_college",1553021479562,2,"male","English","egg","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,16,"egg","typ","599056330758851"
1,29,"Patricia","whitebrown",NA,"graduated_college",1553021479562,2,"male","English","horse","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,17,"horse","noncd","599056330758851"
1,29,"Patricia","black",NA,"graduated_college",1553021479562,2,"male","English","feather","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,18,"feather","noncd","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","soap","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,19,"soap","noncd","599056330758851"
1,29,"Patricia","white",NA,"graduated_college",1553021479562,2,"male","English","snowman","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,20,"snowman","typ","599056330758851"
1,29,"Patricia","yellow",NA,"graduated_college",1553021479562,2,"male","English","lamp","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,21,"lamp","noncd","599056330758851"
1,29,"Patricia","orange",NA,"graduated_college",1553021479562,2,"male","English","pumpkin","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,22,"pumpkin","typ","599056330758851"
1,29,"Patricia","yellow",NA,"graduated_college",1553021479562,2,"male","English","bike","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,23,"bike","noncd","599056330758851"
1,29,"Patricia","orange",NA,"graduated_college",1553021479562,2,"male","English","balloon","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,24,"balloon","noncd","599056330758851"
1,29,"Patricia","light",NA,"graduated_college",1553021479562,2,"male","English","chair","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,25,"chair","noncd","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","book","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,26,"book","noncd","599056330758851"
1,29,"Patricia","blue",NA,"graduated_college",1553021479562,2,"male","English","sponge","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,27,"sponge","noncd","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","corn","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,28,"corn","atyp","599056330758851"
1,29,"Patricia","orange",NA,"graduated_college",1553021479562,2,"male","English","butterfly","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,29,"butterfly","noncd","599056330758851"
1,29,"Patricia","orange",NA,"graduated_college",1553021479562,2,"male","English","carrot","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,30,"carrot","typ","599056330758851"
1,29,"Patricia","red",NA,"graduated_college",1553021479562,2,"male","English","red peppers","Tue Mar 19 2019 14:47:46 GMT-0400 (Eastern Daylight Time)",1553021266019,3.55905,31,"bellpepper","noncd","599056330758851"
1,43,"Sarah","white","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","tomato","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,1,"tomato","atyp","982355639793042"
1,43,"Sarah","yellow","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","corn","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,2,"corn","typ","982355639793042"
1,43,"Sarah","orange","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","pumpkin","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,3,"pumpkin","typ","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","book","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,4,"book","noncd","982355639793042"
1,43,"Sarah","green","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","lettuce","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,5,"lettuce","typ","982355639793042"
1,43,"Sarah","yellow","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","bike","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,6,"bike","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","rock","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,7,"rock","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","table","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,8,"table","noncd","982355639793042"
1,43,"Sarah","black","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","feather","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,9,"feather","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","candle","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,10,"candle","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","soap","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,11,"soap","noncd","982355639793042"
1,43,"Sarah","whitebrown","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","horse","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,12,"horse","noncd","982355639793042"
1,43,"Sarah","white","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","swan","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,13,"swan","typ","982355639793042"
1,43,"Sarah","green","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","toothbrush","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,14,"toothbrush","noncd","982355639793042"
1,43,"Sarah","yellow","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","lamp","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,15,"lamp","noncd","982355639793042"
1,43,"Sarah","green","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","scissors","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,16,"scissors","noncd","982355639793042"
1,43,"Sarah","green","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","broccoli","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,17,"broccoli","typ","982355639793042"
1,43,"Sarah","yellow","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","jacket","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,18,"jacket","noncd","982355639793042"
1,43,"Sarah","light","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","chair","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,19,"chair","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","car","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,20,"car","noncd","982355639793042"
1,43,"Sarah","white","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","snowman","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,21,"snowman","typ","982355639793042"
1,43,"Sarah","orange","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","banana","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,22,"banana","atyp","982355639793042"
1,43,"Sarah","green","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","carrot","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,23,"carrot","atyp","982355639793042"
1,43,"Sarah","orange","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","butterfly","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,24,"butterfly","noncd","982355639793042"
1,43,"Sarah","blue","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","sponge","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,25,"sponge","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","flower","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,26,"flower","noncd","982355639793042"
1,43,"Sarah","yellow","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","egg","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,27,"egg","atyp","982355639793042"
1,43,"Sarah","yellow","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","strawberry","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,28,"strawberry","atyp","982355639793042"
1,43,"Sarah","orange","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","balloon","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,29,"balloon","noncd","982355639793042"
1,43,"Sarah","red","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","red pepper","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,30,"bellpepper","noncd","982355639793042"
1,43,"Sarah","orange","Ok, admittedly, that seemed a little too easy so I am questioning a little whether I read the instructions correctly...","graduated_college",1553020221564,2,"male","English","coffee mug","Tue Mar 19 2019 12:25:51 GMT-0600 (Mountain Daylight Time)",1553019951431,4.50221666666667,31,"mug","noncd","982355639793042"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","soap","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,1,"soap","noncd","697305385555762"
1,30,"sarah","orange","it was great survey","graduated_college",1553019506890,2,"male","English","butterfly","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,2,"butterfly","noncd","697305385555762"
1,30,"sarah","green","it was great survey","graduated_college",1553019506890,2,"male","English","brush","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,3,"toothbrush","noncd","697305385555762"
1,30,"sarah","yellow","it was great survey","graduated_college",1553019506890,2,"male","English","egg","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,4,"egg","atyp","697305385555762"
1,30,"sarah","yellow","it was great survey","graduated_college",1553019506890,2,"male","English","berry","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,5,"strawberry","atyp","697305385555762"
1,30,"sarah","yellow","it was great survey","graduated_college",1553019506890,2,"male","English","jacket","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,6,"jacket","noncd","697305385555762"
1,30,"sarah","orange","it was great survey","graduated_college",1553019506890,2,"male","English","balloon","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,7,"balloon","noncd","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","table","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,8,"table","noncd","697305385555762"
1,30,"sarah","green","it was great survey","graduated_college",1553019506890,2,"male","English","scissors","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,9,"scissors","noncd","697305385555762"
1,30,"sarah","yellow","it was great survey","graduated_college",1553019506890,2,"male","English","snow","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,10,"snowman","atyp","697305385555762"
1,30,"sarah","white","it was great survey","graduated_college",1553019506890,2,"male","English","pumpkin","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,11,"pumpkin","atyp","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","red capsicum","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,12,"bellpepper","noncd","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","flower","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,13,"flower","noncd","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","punching bag","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,14,"candle","noncd","697305385555762"
1,30,"sarah","white","it was great survey","graduated_college",1553019506890,2,"male","English","duck","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,15,"swan","typ","697305385555762"
1,30,"sarah","green","it was great survey","graduated_college",1553019506890,2,"male","English","carrot","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,16,"carrot","atyp","697305385555762"
1,30,"sarah","orange","it was great survey","graduated_college",1553019506890,2,"male","English","cup","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,17,"mug","noncd","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","stone","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,18,"rock","noncd","697305385555762"
1,30,"sarah","yellow","it was great survey","graduated_college",1553019506890,2,"male","English","cycle","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,19,"bike","noncd","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","book","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,20,"book","noncd","697305385555762"
1,30,"sarah","whitebrown","it was great survey","graduated_college",1553019506890,2,"male","English","horse","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,21,"horse","noncd","697305385555762"
1,30,"sarah","blue","it was great survey","graduated_college",1553019506890,2,"male","English","sponge","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,22,"sponge","noncd","697305385555762"
1,30,"sarah","red","it was great survey","graduated_college",1553019506890,2,"male","English","car","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,23,"car","noncd","697305385555762"
1,30,"sarah","yellow","it was great survey","graduated_college",1553019506890,2,"male","English","banana","Tue Mar 19 2019 23:38:10 GMT+0530 (India Standard Time)",1553018890069,10.28035,24,"banana","typ","697305385555762"
