"HitCorrect","age","botresponse","color","comments","education","endTime","enjoyment","gender","languages","refexp1","refexp1_checked","refexp2","refexp2_checked","refexp3","refexp3_checked","refexp4","refexp4_checked","refexp_other","startDate","startTime","timeSpent","trial_number","type","typicality_cat","anon_worker_id"
1,35,"Barbara","orange",NA,"graduated_college",1553019361991,1,"male","English","balloon",FALSE,"orange balloon",TRUE,"red strawberry",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,18,"balloon","noncd","859806752000542"
1,35,"Barbara","white",NA,"graduated_college",1553019361991,1,"male","English","orange balloon",FALSE,"white swan",FALSE,"swan",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,19,"swan","typ","859806752000542"
1,35,"Barbara","white",NA,"graduated_college",1553019361991,1,"male","English","red soap",FALSE,"white snowman",FALSE,"snowman",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,20,"snowman","typ","859806752000542"
1,35,"Barbara","light",NA,"graduated_college",1553019361991,1,"male","English","red rock",FALSE,"light chair",FALSE,"chair",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,21,"chair","noncd","859806752000542"
1,35,"Barbara","red",NA,"graduated_college",1553019361991,1,"male","English","rock",TRUE,"red rock",FALSE,"strawberry",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,22,"rock","noncd","859806752000542"
1,35,"Barbara","red",NA,"graduated_college",1553019361991,1,"male","English","candle",FALSE,"red candle",TRUE,"broccoli",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,23,"candle","noncd","859806752000542"
1,35,"Barbara","yellow",NA,"graduated_college",1553019361991,1,"male","English","yellow bike",TRUE,"bike",FALSE,"yellow jacket",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,24,"bike","noncd","859806752000542"
1,35,"Barbara","green",NA,"graduated_college",1553019361991,1,"male","English","broccoli",TRUE,"green broccoli",FALSE,"red bell pepper",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,25,"broccoli","typ","859806752000542"
1,35,"Barbara","green",NA,"graduated_college",1553019361991,1,"male","English","carrot",FALSE,"green carrot",TRUE,"soap",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,26,"carrot","atyp","859806752000542"
1,35,"Barbara","yellow",NA,"graduated_college",1553019361991,1,"male","English","red book",FALSE,"yellow egg",FALSE,"egg",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,27,"egg","atyp","859806752000542"
1,35,"Barbara","yellow",NA,"graduated_college",1553019361991,1,"male","English","corn",TRUE,"yellow jacket",FALSE,"yellow corn",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,28,"corn","typ","859806752000542"
1,35,"Barbara","white-brown",NA,"graduated_college",1553019361991,1,"male","English","broccoli",FALSE,"white-brown horse",FALSE,"horse",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,29,"horse","noncd","859806752000542"
1,35,"Barbara","orange",NA,"graduated_college",1553019361991,1,"male","English","red strawberry",FALSE,"mug",FALSE,"orange mug",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,30,"mug","noncd","859806752000542"
1,35,"Barbara","green",NA,"graduated_college",1553019361991,1,"male","English","toothbrush",TRUE,"chair",FALSE,"green toothbrush",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 11:10:28 GMT-0700 (Pacific Daylight Time)",1553019028226,5.56275,31,"toothbrush","noncd","859806752000542"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","strawberry",TRUE,"red strawberry",FALSE,"jacket",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,1,"strawberry","typ","579980352889799"
1,31,"mary","yellow","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","yellow bike",FALSE,"bike",TRUE,"white swan",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,2,"bike","noncd","579980352889799"
1,31,"mary","green","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","green swan",TRUE,"red flower",FALSE,"swan",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,3,"swan","atyp","579980352889799"
1,31,"mary","yellow","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","lamp",TRUE,"yellow lamp",FALSE,"orange pumpkin",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,4,"lamp","noncd","579980352889799"
1,31,"mary","light","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","chair",TRUE,"white-brown horse",FALSE,"light chair",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,5,"chair","noncd","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","bell pepper",FALSE,"red bell pepper",TRUE,"green scissors",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,6,"bell pepper","noncd","579980352889799"
1,31,"mary","green","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","broccoli",TRUE,"pumpkin",FALSE,"green broccoli",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,7,"broccoli","typ","579980352889799"
1,31,"mary","blue","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","blue sponge",FALSE,"rock",FALSE,"sponge",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,8,"sponge","noncd","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","flower",FALSE,"red flower",FALSE,"red candle",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,9,"flower","noncd","579980352889799"
1,31,"mary","yellow","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","corn",TRUE,"yellow corn",FALSE,"scissors",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,10,"corn","typ","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","red flower",FALSE,"car",TRUE,"red car",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,11,"car","noncd","579980352889799"
1,31,"mary","white-brown","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","red candle",FALSE,"horse",FALSE,"white-brown horse",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,12,"horse","noncd","579980352889799"
1,31,"mary","yellow","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","snowman",FALSE,"light chair",FALSE,"yellow snowman",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,13,"snowman","atyp","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","lettuce",FALSE,"red soap",TRUE,"soap",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,14,"soap","noncd","579980352889799"
1,31,"mary","yellow","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","yellow jacket",TRUE,"jacket",FALSE,"red car",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,15,"jacket","noncd","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","red table",FALSE,"table",TRUE,"black feather",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,16,"table","noncd","579980352889799"
1,31,"mary","black","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","black feather",TRUE,"white swan",FALSE,"feather",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,17,"feather","noncd","579980352889799"
1,31,"mary","orange","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","toothbrush",FALSE,"orange balloon",FALSE,"balloon",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,18,"balloon","noncd","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","green broccoli",FALSE,"rock",TRUE,"red rock",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,19,"rock","noncd","579980352889799"
1,31,"mary","green","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","scissors",TRUE,"black feather",FALSE,"green scissors",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,20,"scissors","noncd","579980352889799"
1,31,"mary","orange","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","rock",FALSE,"orange carrot",FALSE,"carrot",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,21,"carrot","typ","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","orange mug",TRUE,"red candle",FALSE,"candle",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,22,"candle","noncd","579980352889799"
1,31,"mary","orange","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","lettuce",FALSE,"egg",FALSE,"orange lettuce",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,23,"lettuce","atyp","579980352889799"
1,31,"mary","green","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","rock",FALSE,"toothbrush",TRUE,"green toothbrush",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,24,"toothbrush","noncd","579980352889799"
1,31,"mary","orange","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","orange mug",FALSE,"bike",FALSE,"mug",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,25,"mug","noncd","579980352889799"
1,31,"mary","orange","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","orange banana",TRUE,"banana",FALSE,"yellow banana",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,26,"banana","atyp","579980352889799"
1,31,"mary","red","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","book",TRUE,"red book",FALSE,"snowman",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,27,"book","noncd","579980352889799"
1,31,"mary","white","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","chair",FALSE,"white pumpkin",TRUE,"pumpkin",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,28,"pumpkin","atyp","579980352889799"
1,31,"mary","yellow","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","egg",FALSE,"table",FALSE,"yellow egg",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,29,"egg","atyp","579980352889799"
1,31,"mary","white","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","tomato",FALSE,"yellow jacket",FALSE,"white tomato",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,30,"tomato","atyp","579980352889799"
1,31,"mary","orange","interesting and nice survey, i liked it.","higher_degree",1553019101697,2,"male","english","orange butterfly",FALSE,"orange pumpkin",FALSE,"butterfly",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 23:20:47 GMT+0530 (India Standard Time)",1553017847122,20.9095833333333,31,"butterfly","noncd","579980352889799"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","orange balloon",TRUE,"green scissors",FALSE,"balloon",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,1,"balloon","noncd","655965624481917"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","carrot",TRUE,"banana",FALSE,"orange carrot",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,2,"carrot","typ","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","red strawberry",FALSE,"red soap",FALSE,"soap",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,3,"soap","noncd","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","red flower",TRUE,"table",FALSE,"flower",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,4,"flower","noncd","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","red rock",FALSE,"red flower",FALSE,"rock",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,5,"rock","noncd","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","red bell pepper",TRUE,"green scissors",FALSE,"bell pepper",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,6,"bell pepper","noncd","655965624481917"
1,26,"Sarah","white",NA,"some_college",1553018834860,1,"female","English","balloon",FALSE,"tomato",FALSE,"white tomato",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,7,"tomato","atyp","655965624481917"
1,26,"Sarah","yellow",NA,"some_college",1553018834860,1,"female","English","red flower",FALSE,"yellow jacket",TRUE,"jacket",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,8,"jacket","noncd","655965624481917"
1,26,"Sarah","green",NA,"some_college",1553018834860,1,"female","English","green broccoli",FALSE,"green toothbrush",FALSE,"broccoli",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,9,"broccoli","typ","655965624481917"
1,26,"Sarah","white",NA,"some_college",1553018834860,1,"female","English","swan",TRUE,"yellow lamp",FALSE,"white swan",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,10,"swan","typ","655965624481917"
1,26,"Sarah","white-brown",NA,"some_college",1553018834860,1,"female","English","white-brown horse",FALSE,"red car",FALSE,"horse",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,11,"horse","noncd","655965624481917"
1,26,"Sarah","green",NA,"some_college",1553018834860,1,"female","English","toothbrush",TRUE,"green toothbrush",FALSE,"feather",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,12,"toothbrush","noncd","655965624481917"
1,26,"Sarah","white",NA,"some_college",1553018834860,1,"female","English","red soap",FALSE,"white snowman",FALSE,"snowman",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,13,"snowman","typ","655965624481917"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","scissors",FALSE,"mug",TRUE,"orange mug",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,14,"mug","noncd","655965624481917"
1,26,"Sarah","light",NA,"some_college",1553018834860,1,"female","English","light chair",FALSE,"red bell pepper",FALSE,"chair",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,15,"chair","noncd","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","book",TRUE,"red bell pepper",FALSE,"red book",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,16,"book","noncd","655965624481917"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","chair",FALSE,"butterfly",TRUE,"orange butterfly",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,17,"butterfly","noncd","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","candle",TRUE,"red candle",FALSE,"toothbrush",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,18,"candle","noncd","655965624481917"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","pumpkin",TRUE,"strawberry",FALSE,"orange pumpkin",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,19,"pumpkin","typ","655965624481917"
1,26,"Sarah","black",NA,"some_college",1553018834860,1,"female","English","yellow corn",FALSE,"black feather",TRUE,"feather",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,20,"feather","noncd","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","car",TRUE,"feather",FALSE,"red car",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,21,"car","noncd","655965624481917"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","orange lettuce",TRUE,"lettuce",FALSE,"snowman",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,22,"lettuce","atyp","655965624481917"
1,26,"Sarah","blue",NA,"some_college",1553018834860,1,"female","English","green broccoli",FALSE,"blue sponge",FALSE,"sponge",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,23,"sponge","noncd","655965624481917"
1,26,"Sarah","yellow",NA,"some_college",1553018834860,1,"female","English","strawberry",FALSE,"toothbrush",FALSE,"yellow strawberry",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,24,"strawberry","atyp","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","red corn",TRUE,"red rock",FALSE,"corn",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,25,"corn","atyp","655965624481917"
1,26,"Sarah","green",NA,"some_college",1553018834860,1,"female","English","car",FALSE,"scissors",TRUE,"green scissors",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,26,"scissors","noncd","655965624481917"
1,26,"Sarah","white",NA,"some_college",1553018834860,1,"female","English","egg",TRUE,"horse",FALSE,"white egg",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,27,"egg","typ","655965624481917"
1,26,"Sarah","orange",NA,"some_college",1553018834860,1,"female","English","banana",FALSE,"orange banana",TRUE,"feather",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,28,"banana","atyp","655965624481917"
1,26,"Sarah","red",NA,"some_college",1553018834860,1,"female","English","red table",FALSE,"green lettuce",FALSE,"table",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,29,"table","noncd","655965624481917"
1,26,"Sarah","yellow",NA,"some_college",1553018834860,1,"female","English","lamp",TRUE,"yellow lamp",FALSE,"banana",FALSE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,30,"lamp","noncd","655965624481917"
1,26,"Sarah","yellow",NA,"some_college",1553018834860,1,"female","English","yellow bike",FALSE,"bell pepper",FALSE,"bike",TRUE,"other",FALSE,NA,"Tue Mar 19 2019 14:05:39 GMT-0400 (Eastern Daylight Time)",1553018739487,1.58955,31,"bike","noncd","655965624481917"
